"","Logistic","Baryani","Gompertz","Buchanan"
"118",5.00420005666909,-20.4330870306038,-18.4858710452971,-21.1453811303622
"119",-0.457364884514828,-2.79438878115407,-6.17279712817776,NA
"120",-5.79383134472979,-22.6944020190807,-18.642247627974,-15.9131725011937
"121",-4.04339661158138,-13.0737853149214,-15.8106524574217,-7.15333612358799
"122",2.41458906623278,-6.33992351459327,-8.82189691963359,-11.3918845937987
"123",5.47539178623562,-12.0645106377373,-16.0455667730712,-11.1015222564301
"124",-6.71792777776645,-15.9383822463133,-17.9368228654824,-10.9615956352618
"125",-4.46848059607506,-6.30533029446991,-11.4335577262972,-1.97420922188059
"126",4.0939313436382,-20.1116525045627,-11.1435140871171,-12.4827600982665
"127",9.07578539073842,-7.3724407413802,-10.3511201376062,NA
"128",3.39567705597318,-23.90801796714,-8.46952040961167,NA
"129",9.72017947897156,-26.0432293284076,-30.8197341185562,-21.0698978195417
"130",-7.1757487694429,-16.2455252052913,-12.929831226631,NA
"131",-9.67792894808701,-14.4529942498258,-18.9174321926964,NA
"132",-3.05175954361013,-18.2403974848316,-30.5494588196816,-6.87610070802624
"133",-6.67622761034854,NA,NA,NA
"134",-13.1379032583184,-18.3110096793116,-10.1882732013628,NA
"135",-1.1551619208016,-23.8970716152525,-24.6578087758519,-24.1158037408221
"136",-1.90965350256118,-21.524715114276,-24.962619769606,-16.3497513488884
"137",-26.7888650186238,-25.5526270457693,-29.2968781291773,NA
"138",6.89921290453406,-22.9774020735981,-28.6520366998966,NA
"139",-25.1003077326794,-28.3076589615242,-20.0914275098256,NA
"140",3.03568544544504,-9.32623841209348,-6.14744020974135,NA
"141",7.86598949384608,-36.086211332076,-23.0417511356019,-36.2360973993898
"142",-23.5594926836477,-23.0145081185909,-13.6645329123209,-26.0099527964957
"143",-7.69885080054657,-25.7264015008414,-17.3832054770388,NA
"144",-9.44578936150819,-19.9626053244277,-20.0646596290587,NA
"145",-3.98740883974014,-6.61236389750435,-8.53847904259892,NA
"146",-8.33037197713337,NA,NA,NA
"147",6.97157248739594,-13.6209489456282,-20.0981391007933,-11.8705146480891
"148",10.7821696877322,-38.1435384522417,-42.1890874433662,-50.4992856676931
"149",-6.22324598518351,-18.8516562026542,-23.07667134322,-7.13075150726586
"150",-8.97100827307358,-15.9258238786478,-21.1258420281357,NA
"151",-5.73976247944343,-40.7549178827018,-55.6696026271938,-22.8194760890349
"152",-17.8183520906325,-19.1731743852271,-27.3866909696953,NA
"153",15.2452671490994,NA,NA,NA
"154",-10.5014564178139,-13.9955750484716,-16.5160518791024,NA
"155",-0.922615623704385,-7.43597556513833,-12.4617372057952,NA
"156",15.5253495068082,13.5640390093006,13.7944982966531,13.5004194195422
"157",8.76549537119169,-19.7071667436934,-32.2698531366093,NA
"158",-191.861393665343,NA,NA,NA
"159",-15.1076147777371,-14.1501689357351,-16.4620765827884,-13.1924149391243
"160",-0.331004495694456,NA,NA,NA
"161",-9.069055269807,NA,NA,NA
"162",-41.8502803163121,-40.0231467749097,-46.5330750717035,-26.1363838557161
"163",-174.469209044428,NA,NA,NA
"164",-2.28748222221911,-9.20632483111794,-15.4313255791791,NA
"165",-10.5221888123828,NA,NA,NA
"166",-26.4810067483791,-38.3007706645122,-42.1112496175297,NA
"167",5.45608367873869,-33.9363589181406,-28.0582715149625,-24.3642688842226
"168",-3.21623780778708,-23.9460843476695,-34.1227285585655,-20.9744338821525
"169",-5.16529985590892,-31.6971240909769,-19.5384298091421,-37.8937614858439
"170",-86.7907462143686,NA,NA,NA
"171",-135.078778012047,-151.256558108899,-151.407779626154,NA
"172",-2.0121047313353,-1.4939323233696,-6.63037659246717,0.968736407649388
"173",-34.4392725095184,-37.1930906638412,-41.5703200773952,-29.2100704704904
"174",-1.75431234021175,-13.7999776100659,-16.0409970148267,NA
"175",-4.42600876570941,-19.5052809968593,-25.9834126849823,-19.3379192528464
"176",-154.445034653255,NA,NA,NA
"177",-13.1182454559965,-14.5778797092421,-16.7261112494752,-16.0277714429245
"178",-24.0274144121935,-45.0526494779654,-53.5936780922889,-20.7080756835692
"179",-16.69065634426,-23.1289521030055,-20.8136970036153,NA
"180",-0.818817458129164,-14.4220085275324,-17.0532303685741,NA
"181",-147.898728291813,-145.635131619384,-148.65385619794,NA
"182",-31.6123002844569,-39.5144596265727,-43.8586385827321,NA
"183",NA,NA,NA,NA
"184",-27.3195561411312,-26.0939353327259,-26.2235994002685,NA
"185",-35.9223304630254,-34.5565142019622,-34.1612297866737,NA
"186",-107.685571711136,-111.458235395246,-108.1606985985,-93.6949901672119
"187",-46.157326324193,-56.8176222612791,-50.647496224966,NA
"188",-12.6530093110477,-10.6817582176388,-10.5899525833659,NA
"189",-37.3372814600567,-36.1137114913649,-36.3439441642666,-29.558940825828
"190",-121.245658506059,-121.753549067885,-120.992606305866,NA
"191",NA,NA,NA,NA
"192",NA,NA,NA,NA
"193",0.203919586661627,2.18241769174625,2.41101475676676,NA
"194",-114.627554453433,-123.128313029081,-124.79849534953,NA
"195",NA,NA,NA,NA
"196",NA,NA,NA,NA
"197",NA,NA,NA,NA
"198",NA,NA,NA,NA
"199",NA,NA,NA,NA
"200",NA,NA,NA,NA
"201",NA,NA,NA,NA
"202",NA,NA,NA,NA
"203",-43.4738038003569,-77.2643619964611,-55.7295674041637,NA
"204",-14.0149300413864,-36.2497966524746,-20.8086561201268,-7.70308944123742
"205",NA,NA,NA,NA
"206",NA,NA,NA,NA
"207",-20.6772639329645,-31.3060634981206,-23.5615388691265,NA
"208",-29.3000461589195,-33.456621277469,-35.7260191723559,-24.0238373282087
"209",NA,NA,NA,NA
"210",-90.9791408834193,-143.087996151881,-137.166179888604,NA
"211",-15.8764517940043,-14.2130332384143,-13.7530393053046,NA
"212",-24.2404356605578,-22.3738054734654,-23.863621695394,-20.6646375138405
"213",-50.8990447368165,-54.7557354228163,-59.5300411433546,NA
"214",-100.276996911123,-136.521291718878,-129.67772135224,NA
"215",-29.6291722320593,-27.6298631027724,-27.4033399802975,NA
"216",-22.72370103578,-27.5558670713238,-28.3437826760759,-23.3829583340896
"217",-12.5069156480005,-14.5170969486948,-13.8393782079039,-14.563918946418
"218",NA,NA,NA,NA
"219",NA,NA,NA,NA
"220",-39.3969396394419,-59.267041842492,-55.3168595196483,-60.0191639228074
"221",5.31926679008778,2.82070386117865,3.13625785683059,3.67309823975398
"222",NA,NA,NA,NA
"223",NA,NA,NA,NA
"224",-38.8863022824146,-96.5048147586287,-61.7178305649509,NA
"225",-58.2786769745331,-68.7911821924211,-66.6487191249364,NA
"226",-156.869939800379,-155.239495804398,-171.574825875631,NA
"227",NA,NA,NA,NA
"228",-45.8246404399987,-76.2188169214861,-64.1858037625262,NA
"229",-53.1275210026959,-63.2785029065143,-68.904864226579,-48.3384309481665
"230",-137.874825952942,-148.795675709667,-141.627377256295,NA
"231",-51.9967760856279,-50.4659928582205,-50.5296663257356,NA
"232",-55.1151814659576,-77.3022200360372,-87.9699704853596,NA
"233",-38.7034471740715,-56.8769521121634,-73.2716133702529,-50.1612236524921
"234",NA,NA,NA,NA
"235",NA,NA,NA,NA
"236",-17.8750024802874,-28.9553611773862,-28.9933553315156,-28.5570871323124
"237",-5.32998430089546,-13.0474156270701,-10.5799368710906,-13.6617175903458
"238",NA,NA,NA,NA
"239",NA,NA,NA,NA
"240",-15.0327407132367,-20.7268203981174,-18.7666993012889,NA
"241",NA,NA,NA,NA
"242",NA,NA,NA,NA
"243",NA,NA,NA,NA
"244",NA,NA,NA,NA
"245",NA,NA,NA,NA
"246",NA,NA,NA,NA
"247",NA,NA,NA,NA
"248",NA,NA,NA,NA
"249",0.136436654909964,2.09457804274475,2.30413884663052,NA
"250",NA,NA,NA,NA
"251",NA,NA,NA,NA
"252",-21.1271172560913,-19.1752041242231,-19.462881073905,NA
"253",NA,NA,NA,NA
"254",NA,NA,NA,NA
"255",-67.2395289872763,-91.6820631672211,-80.9076494907234,NA
"256",NA,NA,NA,NA
"257",-34.6866299912623,-32.9605025671028,-31.9558687802259,NA
"258",NA,NA,NA,NA
"259",NA,NA,NA,NA
"260",-39.059537362696,-37.678018907234,-34.4678830019516,-35.3777527183066
"261",NA,NA,NA,NA
"262",NA,NA,NA,NA
"263",NA,NA,NA,NA
"264",-30.7729928576694,-28.7737070716905,-28.8286223804598,-27.3101708466702
"265",-48.3394388157336,-48.673245574971,-48.7167954808184,-39.6174234309093
"266",NA,NA,NA,NA
"267",NA,NA,NA,NA
"268",-50.1241545679016,-58.9686825133692,-62.6193641860223,-35.5247332746929
"269",-42.8493365717655,-40.9153405230687,-40.3949594292815,NA
"270",-102.296809980372,-126.826113679409,-122.139009312968,NA
"271",3.60073858484307,-266.982124285637,-266.755220360034,-Inf
"272",3.22948319057898,-7.44008139832124,-2.93067619693739,NA
"273",-10.0569975492397,-18.3357214870204,-12.806366732479,-23.0845581559311
"274",7.2530414630898,-262.991286982176,-277.845575248993,-278.088073736259
"275",6.5518363918585,-1.18296010079511,-8.08171162881007,NA
"276",20.1931823904811,-8.81410027756617,-5.2738795306798,-1.50436716286621
"277",-2.76311966458962,-278.026056990115,-266.092664132698,NA
"278",10.7998379021911,-6.6349920766794,-9.75193569709988,-9.29184668356448
"279",11.8751705088274,-5.15633370148353,-7.43156757697311,4.12601752686421
"280",15.7608464303812,-9.620825220771,-11.2311913598777,NA
"281",14.9879698585658,-11.6717353650867,-11.5298650808891,-11.5410613830652
"282",-7.15571368361143,-13.4693101183425,-35.8559054578821,NA
"283",24.094491386287,-37.0425008604399,NA,NA
"284",23.8380709312835,NA,NA,NA
"285",-3.56982018078126,-11.7035596688416,-14.6002730391538,-15.45415833318
"286",-5.6000339816787,-33.7031711638029,-25.856998476093,-18.7787998244297
"287",-16.0478386740892,-20.0796040285094,-21.0058419548433,-20.1361989202262
"288",NA,NA,NA,NA
"289",-0.926816130858832,NA,NA,NA
"290",15.3464816572496,-26.3805214726846,NA,NA
"291",2.64637237288032,-10.91478153603,NA,NA
"292",-10.4830246983844,-13.0329638873472,-15.767167652176,-1.54456821602499
"293",18.1836885828976,-13.5974764175172,-12.1327649503646,-12.2503817827038
"294",NA,NA,NA,NA
"295",20.1572533597107,0.388525540817298,NA,NA
"296",20.7494156450637,NA,NA,NA
"297",27.8996926655499,-2.95082734312817,-6.18621507828111,6.16459588575755
"298",-13.7234611465565,-12.885287394499,-12.5822692911271,NA
"299",-16.7918385068439,-19.939559929056,-19.2816634321441,NA
"300",-14.6459755958293,-19.0564038653398,-17.2555384798657,NA
"301",-11.5812522710864,-9.89918916537582,-9.89300846845566,NA
"302",-17.8073668738641,-20.5986859091615,-20.842013692414,-17.1909237728146
"303",-12.1099201740597,-11.3806329833877,-11.7121853729103,-13.2573558326851
"304",-24.2900217166144,-24.0959652275178,-24.8396687827914,NA
"305",-21.5559447877751,-21.1563068921507,-21.7676645885433,NA
