"","Time","Abundance"
"1",0.950758172367898,88.1492255330903
"2",23.001474820659,148.817356462553
"3",31.810306562236,380.449211390735
"4",47.532181159524,1401.74976105042
"5",55.3845272698636,2488.44824914757
"6",77.0056845029281,5450.58982641114
"7",104.623491172554,17204.1872551021
"8",124.463408697146,60203.8304639394
"9",150.821174415441,538435.616877607
"10",169.721788685405,1529652.10984993
"11",197.442689614685,12329356.8453263
"12",218.806111198614,167156669.936745
"13",273.995904866908,1097859536.28152
"14",320.794971291112,1958879650.89354
"15",343.704806769856,1964731814.07632
"16",368.905625796475,1971189388.87706
