"","Time","Abundance"
"1",9.63649762377432,-0.0206583178516008
"2",21.072710501514,0.00400830459995077
"3",31.6002927670497,0.00775531734134203
"4",49.2402594798372,1.52015595515574
"5",62.6347279873268,2.25826104938737
"6",76.7968327016784,3.79246848436482
"7",90.4106258397001,4.96501850238673
"8",103.523105536506,5.22804585552541
"9",116.196935972247,6.06961531248331
"10",127.445156309531,6.54899326639019
"11",164.056703563336,7.27511191570397
"12",176.761866089154,7.55866674359035
"13",204.177444905653,7.42378235450187
