"","Time","Abundance"
"1",144.191616766467,-0.686301355012454
"2",120.159680638722,-0.649798013850201
"3",95.8483033932136,-0.533885544369055
"4",71.816367265469,-0.438278808173616
"5",48.0638722554891,-0.529335626398375
"6",24.0319361277445,-0.450790202223987
"7",10.059880239521,-1.04688860640165
"8",8.94211576846311,-1.18556430746126
"9",8.10379241516969,-1.33638883954537
"10",6.98602794411178,-1.46660511101961
"11",6.14770459081839,-1.64364522767869
"12",5.02994011976051,-1.89383552186589
"13",4.19161676646712,-2.17983375902685
"14",3.07385229540918,-2.61793477526765
"15",2.23552894211579,-3.01819873834103
"16",1.11776447105791,-3.59361192938646
"17",0.279441117764463,-3.8098620988262
