"","Time","Abundance"
"1",598.4375,2.74795779563111
"2",526.5625,2.7511182288051
"3",501.5625,2.75221836278071
"4",478.125,2.72695822526435
"5",454.6875,2.75428230135006
"6",428.125,2.7291395831674
"7",359.375,2.7584837568384
"8",332.8125,2.73330263739733
"9",307.8125,2.76075934951843
"10",262.5,2.7363778178682
"11",239.0625,2.73740364764876
"12",214.0625,2.73849829049837
"13",189.0625,2.73959337162763
"14",167.1875,2.74055192727996
"15",93.7499999999999,2.74377239225503
"16",70.3124999999999,2.74480099764203
"17",45.3125,2.74589860228685
"18",20.3125,2.74699664639719
"19",1.56249999999994,2.74782046798503
