"","Time","Abundance"
"1",-0.772690411479459,1.0035746304627
"2",9.60913350773797,1.34261667247075
"3",16.837338870849,1.59071090541206
"4",27.8331416239987,1.50999825593099
"5",74.7746142909978,1.81343537530281
"6",100.22682777037,3.75909584450426
"7",126.293020083674,13.3799801213038
"8",154.577908637778,23.6440968418264
"9",180.113846503595,52.8072143162087
"10",206.138176623676,116.490265253338
"11",229.734499536844,276.818275960025
"12",256.610027585786,342.748035485018
"13",280.694742753218,804.435937732526
"14",306.551624100408,632.433087303371
"15",333.734141566316,1025.93508541231
