"","Time","Abundance"
"1",671.392040027852,0.32107192812733
"2",647.789410119111,0.321142174049677
"3",624.183083056561,0.322998145261173
"4",599.341906622219,0.321286363048179
"5",575.7503681749,0.315999433103083
"6",550.938768971021,0.300001848576904
"7",527.347230523702,0.294714918631806
"8",503.759389230192,0.28764226339756
"9",480.167850782873,0.282355333452463
"10",455.337765809954,0.275286375372025
"11",431.775804593098,0.255713643113742
"12",406.967902543026,0.237930333298415
"13",383.402244172362,0.220143326329281
"14",358.572159199443,0.213074368248843
"15",333.730982765101,0.21136258603585
"16",311.392779458614,0.2007147830695
"17",286.614454639004,0.168645670940987
"18",261.821341204163,0.143719459969067
"19",239.483137897675,0.133071657002717
"20",214.645658617142,0.129574149500576
"21",189.83775656707,0.111790839685249
"22",165.015065901767,0.101150431026515
"23",142.684256902894,0.0869311774818686
"24",117.854171929976,0.0798622194014311
"25",95.5233629311036,0.0656429658567847
"26",70.7228551886475,0.044288205463161
"27",45.8927702157291,0.0372192473827235
"28",23.5545669092412,0.0265714444163736
"29",-1.27551806367717,0.0195024863359358
