"","Time","Abundance"
"1",145.235223160434,20.6593406593443
"2",128.829915560917,19.2857142857288
"3",122.074788902292,19.2307692307845
"4",101.326899879373,20.1098901098965
"5",96.0193003618818,18.6813186813452
"6",83.956574185766,18.9560439560641
"7",59.3486127864898,15.1648351657262
"8",51.145958986731,13.4065934117632
"9",32.810615199035,10.3296704418113
"10",24.1254523522316,8.46153918778423
"11",8.68516284680339,5.38463113789795
"12",3.37756332931245,4.45058953957125
"13",0,3.84622721368561
