"","Time","Abundance"
"1",601.444263628966,6.12100784998975
"2",578.966639544345,6.12180389564382
"3",556.448331977217,6.08010335674757
"4",530.53295362083,6.10227016136753
"5",513.018714401953,5.86915151331773
"6",487.011798209927,5.79570117890026
"7",462.845809601302,5.83905493371989
"8",438.456061838893,5.64867821545983
"9",367.453213995118,5.53432379887477
"10",341.222538649308,5.22714458869541
"11",294.283970707892,4.9631977999177
"12",269.884052074858,4.76220010195337
"13",199.420260374288,3.40483304715031
"14",145.280716029292,2.84373311140975
"15",120.677379983727,2.43034788300612
"16",92.7074857607811,2.1127138542121
"17",72.7624084621643,1.14725845012175
"18",25.9560618388934,1.02156727975744
"19",5.18714401952803,1.00107926931192
