"","Time","Abundance"
"1",0.937866354044473,3.67017554106278
"2",7.50293083235636,3.93523960152266
"3",23.4466588511137,5.26285733337498
"4",31.8874560375146,5.95321537678757
"5",48.3001172332942,7.44038763905123
"6",55.3341148886283,8.18413206017282
"7",76.4361078546307,9.98983578148172
"8",100.351699882767,11.4760170968238
"9",123.79835873388,13.1750268205151
"10",168.815943728019,16.4669127736828
"11",192.731535756155,16.9956474023029
"12",199.765533411489,17.2606694770496
"13",221.805392731536,18.0556109850586
"14",240.093786635404,18.7978598688221
"15",245.25205158265,18.9035569080554
"16",264.947245017585,19.2200868025397
"17",271.512309495897,19.2192137886463
"18",294.95896834701,19.5352448180503
"19",310.902696365768,19.6395076201743
"20",337.162954279015,19.8487815220456
