"","Time","Abundance"
"1",601.626016260162,493.479685652402
"2",578.861788617886,523.486704972534
"3",554.471544715447,411.808122150815
"4",531.707317073171,311.313577785346
"5",512.195121951219,260.029592515802
"6",486.178861788618,208.662393971659
"7",460.162601626016,181.336470603954
"8",437.39837398374,133.047790899079
"9",365.853658536585,77.4995830011137
"10",341.463414634146,59.7638521122789
"11",292.682926829268,20.7523941416264
"12",269.918699186992,13.7831731051964
"13",195.121951219512,2.73939064959964
"14",139.837398373984,2.73437133453344
"15",110.569105691057,2.78663462513263
"16",89.430894308943,2.7846812285497
"17",71.5447154471544,2.78302942539426
"18",0,2.74893794989962
